エレベーターID,更新日,契約状況,台数,地区,契約日,保守開始月,現場区分,管理番号,旧管理番号,入札判定,契約方式,請求サイクル　数字,契約金額,点検者制約（資格者等）,現場名,現場名ﾌﾘｶﾞﾅ,現場郵便番号,現場住所,マップ,現場TEL,現場FAX,昇降機種別,その他(種別),メーカー,その他(メーカー),機種,旧機種,部品供給停止予定,照明LED化完了日,巻上機型式,駆動方式,その他(駆動方式),製造年月日,リニューアル施工年月,MFG番号,定員,その他(定員),積載,その他(積載),速度,その他(速度),停止階床,遠隔監視種別,遠隔監視装置　回線種別,遠隔監視装置　回線番号,egsコード,点検サイクル,検査有効月,検査実施月,整理番号,契約者,契約者ﾌﾘｶﾞﾅ,契約者（役職名）,契約者（法人）代表者名,契約者（法人）代表者名ﾌﾘｶﾞﾅ,契約者郵便番号,契約者住所,契約者TEL,契約者FAX,報告書郵送先,請求サイクル,所有者,所有者ﾌﾘｶﾞﾅ,所有者郵便番号,所有者住所,所有者TEL,所有者FAX,管理者,管理者ﾌﾘｶﾞﾅ,管理者郵便番号,管理者住所,管理者TEL,管理者FAX,備考,点検連絡など担当者、報告書,鍵保管場所
E-000001310,2025/7/29 11:37,契約中,1,佐世保,,2023年11月,他社,NS-383,,一般,YP4,1,11000,制約なし,九州ワーク株式会社,ｷｭｳｼｭｳﾜｰｸｶﾌﾞｼｷｶｲｼｬ,857-1162,長崎県佐世保市卸本町21-1,https://www.bing.com/ck/a?!&&p=8a4606a873e25f6cJmltdHM9MTY5ODUzNzYwMCZpZ3VpZD0wZmViNWYzNi04YTRhLTY3ZjAtMWMyNi00ZDQwOGI5ODY2MDYmaW5zaWQ9NTY1MQ&ptn=3&hsh=3&fclid=0feb5f36-8a4a-67f0-1c26-4d408b986606&u=a1L21hcHM_Jm1lcGk9MjN-flRvcE9mUGFnZX5MYXJnZU1hcExpbmsmdHk9MTgmcT0lRTMlODAlOTI4NTctMTE2MiUyMCVFOSU5NSVCNyVFNSVCNCU4RSVFNyU5QyU4QyVFNCVCRCU5MCVFNCVCOCU5NiVFNCVCRiU5RCVFNSVCOCU4MiVFNSU4RCVCOCVFNiU5QyVBQyVFNyU5NCVCQTIxLTEmcHBvaXM9MzMuMTUwOTA1MzE3NDY4OTZfMTI5Ljc2ODM1NTg3NDUzNDZfJUUzJTgwJTkyODU3LTExNjIlMjAlRTklOTUlQjclRTUlQjQlOEUlRTclOUMlOEMlRTQlQkQlOTAlRTQlQjglOTYlRTQlQkYlOUQlRTUlQjglODIlRTUlOEQlQjglRTYlOUMlQUMlRTclOTQlQkEyMS0xX34mY3A9MzMuMTUwOTA1fjEyOS43NjgzNTYmdj0yJnNWPTEmRk9STT1NSVJFJnFwdnQ9JWU5JTk1JWI3JWU1JWI0JThlJWU3JTljJThjJWU0JWJkJTkwJWU0JWI4JTk2JWU0JWJmJTlkJWU1JWI4JTgyJWU1JThkJWI4JWU2JTljJWFjJWU3JTk0JWJhMjEtMQ&ntb=1,0956-26-1884,0956-26-1855,ルームレスエレベーター,,日立,,UA-03,,,,,ルームレス,,2003/1/1,,QG1531-1,11人,,750㎏,,45m/min,,2st,,,,,"2月	5月	8月	11月",11月,未定,0000-01270,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳ,,,,812-0013,福岡県福岡市博多区博多駅東1丁目18-25,092-436-5050,092-414-1290,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000001311,2025/7/29 11:37,契約中,1,佐世保,,2023年11月,他社,NS-389,,一般,YP4,1,8000,制約なし,Ｄ’ステーション３９大野店　１号機,ﾃﾞｨｰｽﾃｰｼｮﾝｻﾝｷｭｳｵｵﾉﾃﾝｲﾁｺﾞｳｷ,857-0143,長崎県佐世保市吉岡町1639-3,https://www.bing.com/ck/a?!&&p=eee60febb6f255fcJmltdHM9MTY5ODUzNzYwMCZpZ3VpZD0wZmViNWYzNi04YTRhLTY3ZjAtMWMyNi00ZDQwOGI5ODY2MDYmaW5zaWQ9NTYzOQ&ptn=3&hsh=3&fclid=0feb5f36-8a4a-67f0-1c26-4d408b986606&u=a1L21hcHM_Jm1lcGk9MjN-flRvcE9mUGFnZX5MYXJnZU1hcExpbmsmdHk9MTgmcT0lRTMlODAlOTI4NTctMDE0MyUyMCVFOSU5NSVCNyVFNSVCNCU4RSVFNyU5QyU4QyVFNCVCRCU5MCVFNCVCOCU5NiVFNCVCRiU5RCVFNSVCOCU4MiVFNSU5MCU4OSVFNSVCMiVBMSVFNyU5NCVCQTE2MzktMyZwcG9pcz0zMy4yMTEyNTM4NDY3OTI0MjRfMTI5LjcwMjM5MTA2NTM5MDAzXyVFMyU4MCU5Mjg1Ny0wMTQzJTIwJUU5JTk1JUI3JUU1JUI0JThFJUU3JTlDJThDJUU0JUJEJTkwJUU0JUI4JTk2JUU0JUJGJTlEJUU1JUI4JTgyJUU1JTkwJTg5JUU1JUIyJUExJUU3JTk0JUJBMTYzOS0zX34mY3A9MzMuMjExMjU0fjEyOS43MDIzOTEmdj0yJnNWPTEmRk9STT1NSVJFJnFwdnQ9JWU5JTk1JWI3JWU1JWI0JThlJWU3JTljJThjJWU0JWJkJTkwJWU0JWI4JTk2JWU0JWJmJTlkJWU1JWI4JTgyJWU1JTkwJTg5JWU1JWIyJWExJWU3JTk0JWJhMTYzOS0z&ntb=1,0956-41-0110,,ロープ式エレベーター,,三菱,,,,,,,ロープ式,,,,,9人,,600㎏,,,,7st,,,,,"2月	5月	8月	11月",6月,5月,0000-00804,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳ,,,,812-0013,福岡県福岡市博多区博多駅東1丁目18-25,092-436-5050,092-414-1290,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000001312,2025/7/29 11:37,契約中,1,佐世保,,2023年11月,他社,NS-390,,一般,YP4,1,8000,制約なし,Ｄ’ステーション３９大野店　２号機,ﾃﾞｨｰｽﾃｰｼｮﾝｻﾝｷｭｳｵｵﾉﾃﾝﾆｺﾞｳｷ,857-0143,長崎県佐世保市吉岡町1639-3,https://www.bing.com/ck/a?!&&p=eee60febb6f255fcJmltdHM9MTY5ODUzNzYwMCZpZ3VpZD0wZmViNWYzNi04YTRhLTY3ZjAtMWMyNi00ZDQwOGI5ODY2MDYmaW5zaWQ9NTYzOQ&ptn=3&hsh=3&fclid=0feb5f36-8a4a-67f0-1c26-4d408b986606&u=a1L21hcHM_Jm1lcGk9MjN-flRvcE9mUGFnZX5MYXJnZU1hcExpbmsmdHk9MTgmcT0lRTMlODAlOTI4NTctMDE0MyUyMCVFOSU5NSVCNyVFNSVCNCU4RSVFNyU5QyU4QyVFNCVCRCU5MCVFNCVCOCU5NiVFNCVCRiU5RCVFNSVCOCU4MiVFNSU5MCU4OSVFNSVCMiVBMSVFNyU5NCVCQTE2MzktMyZwcG9pcz0zMy4yMTEyNTM4NDY3OTI0MjRfMTI5LjcwMjM5MTA2NTM5MDAzXyVFMyU4MCU5Mjg1Ny0wMTQzJTIwJUU5JTk1JUI3JUU1JUI0JThFJUU3JTlDJThDJUU0JUJEJTkwJUU0JUI4JTk2JUU0JUJGJTlEJUU1JUI4JTgyJUU1JTkwJTg5JUU1JUIyJUExJUU3JTk0JUJBMTYzOS0zX34mY3A9MzMuMjExMjU0fjEyOS43MDIzOTEmdj0yJnNWPTEmRk9STT1NSVJFJnFwdnQ9JWU5JTk1JWI3JWU1JWI0JThlJWU3JTljJThjJWU0JWJkJTkwJWU0JWI4JTk2JWU0JWJmJTlkJWU1JWI4JTgyJWU1JTkwJTg5JWU1JWIyJWExJWU3JTk0JWJhMTYzOS0z&ntb=1,0956-41-0110,,ロープ式エレベーター,,三菱,,,,,,,ロープ式,,,,,9人,,600㎏,,,,7st,,,,,"2月	5月	8月	11月",6月,5月,0000-00805,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳ,,,,812-0013,福岡県福岡市博多区博多駅東1丁目18-25,092-436-5050,092-414-1290,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000001313,2025/7/29 11:37,契約中,1,佐世保,,2023年11月,他社,NS-391,,一般,YP4,1,8000,制約なし,Ｄ’ステーション３９大野店　３号機,ﾃﾞｨｰｽﾃｰｼｮﾝｻﾝｷｭｳｵｵﾉﾃﾝｻﾝｺﾞｳｷ,857-0143,長崎県佐世保市吉岡町1639-3,https://www.bing.com/ck/a?!&&p=eee60febb6f255fcJmltdHM9MTY5ODUzNzYwMCZpZ3VpZD0wZmViNWYzNi04YTRhLTY3ZjAtMWMyNi00ZDQwOGI5ODY2MDYmaW5zaWQ9NTYzOQ&ptn=3&hsh=3&fclid=0feb5f36-8a4a-67f0-1c26-4d408b986606&u=a1L21hcHM_Jm1lcGk9MjN-flRvcE9mUGFnZX5MYXJnZU1hcExpbmsmdHk9MTgmcT0lRTMlODAlOTI4NTctMDE0MyUyMCVFOSU5NSVCNyVFNSVCNCU4RSVFNyU5QyU4QyVFNCVCRCU5MCVFNCVCOCU5NiVFNCVCRiU5RCVFNSVCOCU4MiVFNSU5MCU4OSVFNSVCMiVBMSVFNyU5NCVCQTE2MzktMyZwcG9pcz0zMy4yMTEyNTM4NDY3OTI0MjRfMTI5LjcwMjM5MTA2NTM5MDAzXyVFMyU4MCU5Mjg1Ny0wMTQzJTIwJUU5JTk1JUI3JUU1JUI0JThFJUU3JTlDJThDJUU0JUJEJTkwJUU0JUI4JTk2JUU0JUJGJTlEJUU1JUI4JTgyJUU1JTkwJTg5JUU1JUIyJUExJUU3JTk0JUJBMTYzOS0zX34mY3A9MzMuMjExMjU0fjEyOS43MDIzOTEmdj0yJnNWPTEmRk9STT1NSVJFJnFwdnQ9JWU5JTk1JWI3JWU1JWI0JThlJWU3JTljJThjJWU0JWJkJTkwJWU0JWI4JTk2JWU0JWJmJTlkJWU1JWI4JTgyJWU1JTkwJTg5JWU1JWIyJWExJWU3JTk0JWJhMTYzOS0z&ntb=1,0956-41-0110,,ルームレスエレベーター,,三菱,,,,,,,ルームレス,,,,,11人,,750㎏,,,,7st,,,,,"2月	5月	8月	11月",6月,5月,0000-01318,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳ,,,,812-0013,福岡県福岡市博多区博多駅東1丁目18-25,092-436-5050,092-414-1290,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000001314,2025/7/29 11:37,契約中,1,佐世保,,2023年11月,他社,NS-392,,一般,YP4,1,8000,制約なし,Ｄ’ステーション３９大野店　４号機,ﾃﾞｨｰｽﾃｰｼｮﾝｻﾝｷｭｳｵｵﾉﾃﾝﾖﾝｺﾞｳｷ,857-0143,長崎県佐世保市吉岡町1639-3,https://www.bing.com/ck/a?!&&p=eee60febb6f255fcJmltdHM9MTY5ODUzNzYwMCZpZ3VpZD0wZmViNWYzNi04YTRhLTY3ZjAtMWMyNi00ZDQwOGI5ODY2MDYmaW5zaWQ9NTYzOQ&ptn=3&hsh=3&fclid=0feb5f36-8a4a-67f0-1c26-4d408b986606&u=a1L21hcHM_Jm1lcGk9MjN-flRvcE9mUGFnZX5MYXJnZU1hcExpbmsmdHk9MTgmcT0lRTMlODAlOTI4NTctMDE0MyUyMCVFOSU5NSVCNyVFNSVCNCU4RSVFNyU5QyU4QyVFNCVCRCU5MCVFNCVCOCU5NiVFNCVCRiU5RCVFNSVCOCU4MiVFNSU5MCU4OSVFNSVCMiVBMSVFNyU5NCVCQTE2MzktMyZwcG9pcz0zMy4yMTEyNTM4NDY3OTI0MjRfMTI5LjcwMjM5MTA2NTM5MDAzXyVFMyU4MCU5Mjg1Ny0wMTQzJTIwJUU5JTk1JUI3JUU1JUI0JThFJUU3JTlDJThDJUU0JUJEJTkwJUU0JUI4JTk2JUU0JUJGJTlEJUU1JUI4JTgyJUU1JTkwJTg5JUU1JUIyJUExJUU3JTk0JUJBMTYzOS0zX34mY3A9MzMuMjExMjU0fjEyOS43MDIzOTEmdj0yJnNWPTEmRk9STT1NSVJFJnFwdnQ9JWU5JTk1JWI3JWU1JWI0JThlJWU3JTljJThjJWU0JWJkJTkwJWU0JWI4JTk2JWU0JWJmJTlkJWU1JWI4JTgyJWU1JTkwJTg5JWU1JWIyJWExJWU3JTk0JWJhMTYzOS0z&ntb=1,0956-41-0110,,ルームレスエレベーター,,三菱,,,,,,,ルームレス,,,,,11人,,750㎏,,,,7st,,,,,"2月	5月	8月	11月",6月,5月,0000-01319,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳ,,,,812-0013,福岡県福岡市博多区博多駅東1丁目18-25,092-436-5050,092-414-1290,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000001315,2025/7/29 11:37,契約中,1,佐世保,,2023年11月,他社,NS-393,,一般,YP4,1,8000,制約なし,Ｄ’ステーション３９佐世保南店　１号機,ﾃﾞｨｰｽﾃｰｼｮﾝｻﾝｷｭｳｻｾﾎﾞﾐﾅﾐﾃﾝｲﾁｺﾞｳｷ,859-3226,長崎県佐世保市崎岡町1200,https://www.bing.com/ck/a?!&&p=67f6fbcddac495fcJmltdHM9MTY5ODUzNzYwMCZpZ3VpZD0wZmViNWYzNi04YTRhLTY3ZjAtMWMyNi00ZDQwOGI5ODY2MDYmaW5zaWQ9NTY1Ng&ptn=3&hsh=3&fclid=0feb5f36-8a4a-67f0-1c26-4d408b986606&u=a1L21hcHM_Jm1lcGk9MjN-flRvcE9mUGFnZX5MYXJnZU1hcExpbmsmdHk9MTgmcT0lRTMlODAlOTI4NTktMzIyNiUyMCVFOSU5NSVCNyVFNSVCNCU4RSVFNyU5QyU4QyVFNCVCRCU5MCVFNCVCOCU5NiVFNCVCRiU5RCVFNSVCOCU4MiVFNSVCNCU4RSVFNSVCMiVBMSVFNyU5NCVCQTEyMDAmcHBvaXM9MzMuMTE2MjY0NjkwMjIzMzlfMTI5Ljc5ODUxMjI2MTAzNDdfJUUzJTgwJTkyODU5LTMyMjYlMjAlRTklOTUlQjclRTUlQjQlOEUlRTclOUMlOEMlRTQlQkQlOTAlRTQlQjglOTYlRTQlQkYlOUQlRTUlQjglODIlRTUlQjQlOEUlRTUlQjIlQTElRTclOTQlQkExMjAwX34mY3A9MzMuMTE2MjY1fjEyOS43OTg1MTImdj0yJnNWPTEmRk9STT1NSVJFJnFwdnQ9JWU5JTk1JWI3JWU1JWI0JThlJWU3JTljJThjJWU0JWJkJTkwJWU0JWI4JTk2JWU0JWJmJTlkJWU1JWI4JTgyJWU1JWI0JThlJWU1JWIyJWExJWU3JTk0JWJhMTIwMA&ntb=1,0956-27-5557,,ルームレスエレベーター,,オーチス,,REVO,,,,,ルームレス,,,,,9人,,600㎏,,,,6st,,,,,"2月	5月	8月	11月",6月,5月,0000-01142,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳ,,,,812-0013,福岡県福岡市博多区博多駅東1丁目18-25,092-436-5050,092-414-1290,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000001316,2025/7/29 11:37,契約中,1,佐世保,,2023年11月,他社,NS-394,,一般,YP4,1,8000,制約なし,Ｄ’ステーション３９佐世保南店　２号機,ﾃﾞｨｰｽﾃｰｼｮﾝｻﾝｷｭｳｻｾﾎﾞﾐﾅﾐﾃﾝﾆｺﾞｳｷ,859-3226,長崎県佐世保市崎岡町1200,https://www.bing.com/ck/a?!&&p=67f6fbcddac495fcJmltdHM9MTY5ODUzNzYwMCZpZ3VpZD0wZmViNWYzNi04YTRhLTY3ZjAtMWMyNi00ZDQwOGI5ODY2MDYmaW5zaWQ9NTY1Ng&ptn=3&hsh=3&fclid=0feb5f36-8a4a-67f0-1c26-4d408b986606&u=a1L21hcHM_Jm1lcGk9MjN-flRvcE9mUGFnZX5MYXJnZU1hcExpbmsmdHk9MTgmcT0lRTMlODAlOTI4NTktMzIyNiUyMCVFOSU5NSVCNyVFNSVCNCU4RSVFNyU5QyU4QyVFNCVCRCU5MCVFNCVCOCU5NiVFNCVCRiU5RCVFNSVCOCU4MiVFNSVCNCU4RSVFNSVCMiVBMSVFNyU5NCVCQTEyMDAmcHBvaXM9MzMuMTE2MjY0NjkwMjIzMzlfMTI5Ljc5ODUxMjI2MTAzNDdfJUUzJTgwJTkyODU5LTMyMjYlMjAlRTklOTUlQjclRTUlQjQlOEUlRTclOUMlOEMlRTQlQkQlOTAlRTQlQjglOTYlRTQlQkYlOUQlRTUlQjglODIlRTUlQjQlOEUlRTUlQjIlQTElRTclOTQlQkExMjAwX34mY3A9MzMuMTE2MjY1fjEyOS43OTg1MTImdj0yJnNWPTEmRk9STT1NSVJFJnFwdnQ9JWU5JTk1JWI3JWU1JWI0JThlJWU3JTljJThjJWU0JWJkJTkwJWU0JWI4JTk2JWU0JWJmJTlkJWU1JWI4JTgyJWU1JWI0JThlJWU1JWIyJWExJWU3JTk0JWJhMTIwMA&ntb=1,0956-27-5557,,ルームレスエレベーター,,オーチス,,,,,,,ルームレス,,,,,9人,,600㎏,,,,6st,,,,,"2月	5月	8月	11月",6月,5月,0000-01143,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳ,,,,812-0013,福岡県福岡市博多区博多駅東1丁目18-25,092-436-5050,092-414-1290,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000001317,2025/7/29 11:37,契約中,1,佐世保,,2023年11月,他社,NS-395,,一般,YP4,1,8000,制約なし,Ｄ’ステーション３９佐世保南店　３号機,ﾃﾞｨｰｽﾃｰｼｮﾝｻﾝｷｭｳｻｾﾎﾞﾐﾅﾐﾃﾝｻﾝｺﾞｳｷ,859-3226,長崎県佐世保市崎岡町1200,https://www.bing.com/ck/a?!&&p=67f6fbcddac495fcJmltdHM9MTY5ODUzNzYwMCZpZ3VpZD0wZmViNWYzNi04YTRhLTY3ZjAtMWMyNi00ZDQwOGI5ODY2MDYmaW5zaWQ9NTY1Ng&ptn=3&hsh=3&fclid=0feb5f36-8a4a-67f0-1c26-4d408b986606&u=a1L21hcHM_Jm1lcGk9MjN-flRvcE9mUGFnZX5MYXJnZU1hcExpbmsmdHk9MTgmcT0lRTMlODAlOTI4NTktMzIyNiUyMCVFOSU5NSVCNyVFNSVCNCU4RSVFNyU5QyU4QyVFNCVCRCU5MCVFNCVCOCU5NiVFNCVCRiU5RCVFNSVCOCU4MiVFNSVCNCU4RSVFNSVCMiVBMSVFNyU5NCVCQTEyMDAmcHBvaXM9MzMuMTE2MjY0NjkwMjIzMzlfMTI5Ljc5ODUxMjI2MTAzNDdfJUUzJTgwJTkyODU5LTMyMjYlMjAlRTklOTUlQjclRTUlQjQlOEUlRTclOUMlOEMlRTQlQkQlOTAlRTQlQjglOTYlRTQlQkYlOUQlRTUlQjglODIlRTUlQjQlOEUlRTUlQjIlQTElRTclOTQlQkExMjAwX34mY3A9MzMuMTE2MjY1fjEyOS43OTg1MTImdj0yJnNWPTEmRk9STT1NSVJFJnFwdnQ9JWU5JTk1JWI3JWU1JWI0JThlJWU3JTljJThjJWU0JWJkJTkwJWU0JWI4JTk2JWU0JWJmJTlkJWU1JWI4JTgyJWU1JWI0JThlJWU1JWIyJWExJWU3JTk0JWJhMTIwMA&ntb=1,0956-27-5557,,ルームレスエレベーター,,オーチス,,,,,,,ルームレス,,,,,11人,,750㎏,,,,5st,,,,,"2月	5月	8月	11月",6月,5月,0000-01141,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳ,,,,812-0013,福岡県福岡市博多区博多駅東1丁目18-25,092-436-5050,092-414-1290,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000001318,2025/7/29 11:37,契約中,1,長崎,,2023年11月,他社,NS-379,,一般,YP4,1,4000,制約なし,ハーモニーガーデン　２号機,ﾊｰﾓﾆｰｶﾞｰﾃﾞﾝﾆｺﾞｳｷ,851-0123,長崎県長崎市網場町492-13,"https://www.google.co.jp/maps/place/%E3%83%8F%E3%83%BC%E3%83%A2%E3%83%8B%E3%83%BC%E3%82%AC%E3%83%BC%E3%83%87%E3%83%B3/@32.7571093,129.9456075,19z/data=!4m6!3m5!1s0x356aaae6dc42870f:0x7fd1bd8c9db8cc49!8m2!3d32.7572235!4d129.946314!16s%2Fg%2F1w04g_61?entry=ttu",095-839-5587,095-839-5639,リフト(フロアタイプ),,,,,,,,,ロープ式,,,,,,,300kg,,,,4st,,,,,"1月	4月	7月	10月",10月,未定,0006-00158,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳ,,,,812-0013,福岡県福岡市博多区博多駅東１丁目18-25,092-436-5050,,契約者,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000001319,2025/7/29 11:37,契約中,1,長崎,,2023年11月,他社,NS-396,,一般,YP4,1,8000,制約なし,Ｄ’ステーション３９長与店　１号機,ﾃﾞｨｰｽﾃｰｼｮﾝｻﾝｼﾞｭｰｷｭｰﾅｶﾞﾖﾃﾝｲﾁｺﾞｳｷ,851-2127,長崎県西彼杵郡長与町高田郷3443-2,"https://www.google.co.jp/maps/@32.817527,129.864777,3a,75y,130.93h,113.19t/data=!3m7!1e1!3m5!1sRuVAWztDHOmTQrwx-B7WXg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DRuVAWztDHOmTQrwx-B7WXg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D87.06366%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu",095-885-7770,,ルームレスエレベーター,,三菱,,,,,,,ルームレス,,,,,11人,,750㎏,,,,6st,,,,,"2月	5月	8月	11月",2月,未定,1325-01662,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳ,,,,812-0013,福岡県福岡市博多区博多駅東１丁目18-25,092-436-5050,,契約者,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000001320,2025/7/29 11:37,契約中,1,長崎,,2023年11月,他社,NS-397,,一般,YP4,1,8000,制約なし,Ｄ’ステーション３９長与店　２号機,ﾃﾞｨｰｽﾃｰｼｮﾝｻﾝｼﾞｭｰｷｭｰﾅｶﾞﾖﾃﾝﾆｺﾞｳｷ,851-2127,長崎県西彼杵郡長与町高田郷3443-2,"https://www.google.co.jp/maps/@32.817527,129.864777,3a,75y,130.93h,113.19t/data=!3m7!1e1!3m5!1sRuVAWztDHOmTQrwx-B7WXg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DRuVAWztDHOmTQrwx-B7WXg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D87.06366%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu",095-885-7770,,ルームレスエレベーター,,三菱,,,,,,,ルームレス,,,,,11人,,750㎏,,,,6st,,,,,"2月	5月	8月	11月",2月,未定,1325-01663,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳ,,,,812-0013,福岡県福岡市博多区博多駅東１丁目18-25,092-436-5050,,契約者,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000001321,2025/7/29 11:37,契約中,1,長崎,,2023年11月,他社,NS-398,,一般,YP4,1,8000,制約なし,Ｄ’ステーション３９長与店　３号機,ﾃﾞｨｰｽﾃｰｼｮﾝｻﾝｼﾞｭｰｷｭｰﾅｶﾞﾖﾃﾝｻﾝｺﾞｳｷ,851-2127,長崎県西彼杵郡長与町高田郷3443-2,"https://www.google.co.jp/maps/@32.817527,129.864777,3a,75y,130.93h,113.19t/data=!3m7!1e1!3m5!1sRuVAWztDHOmTQrwx-B7WXg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DRuVAWztDHOmTQrwx-B7WXg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D87.06366%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu",095-885-7770,,ルームレスエレベーター,,三菱,,VFGL,,,,,ルームレス,,2002/5/1,,GE-434,11人,,750㎏,,90m/min,,7st,PRIME（jes),LTE,,,"2月	5月	8月	11月",2月,未定,1325-01664,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳ,,,,812-0013,福岡県福岡市博多区博多駅東１丁目18-25,092-436-5050,,契約者,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
E-000001322,2025/7/29 11:37,契約中,1,長崎,,2023年11月,他社,NS-399,,一般,YP4,1,8000,制約なし,スーパーＤ’ステーション３９女神店　１号機,ｽｰﾊﾟｰﾃﾞｨｰｽﾃｰｼｮﾝｻﾝｼﾞｭｰｷｭｰﾒｶﾞﾐﾃﾝｲﾁｺﾞｳｷ,850-0961,長崎県長崎市小ヶ倉町1-1019-1,"https://www.google.co.jp/maps/@32.7104557,129.8510299,3a,75y,308.19h,97.85t/data=!3m7!1e1!3m5!1sE__5Lfdwi-SYbExGcTA1KQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DE__5Lfdwi-SYbExGcTA1KQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D28.228636%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu",095-879-0055,,ルームレスエレベーター,,三菱,,VFGL,,,,,ルームレス,,,,GG-802,11人,,750㎏,,,,4st,,,,,"2月	5月	8月	11月",2月,未定,0001-02578,ジャパンエレベーターサービス九州株式会社,ｼﾞｬﾊﾟﾝｴﾚﾍﾞｰﾀｰｻｰﾋﾞｽｷｭｳｼｭｳ,,,,812-0013,福岡県福岡市博多区博多駅東１丁目18-25,092-436-5050,,契約者,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,,,,,,,,,
